N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Invoice N°;Invoice amount;Payment date;Open invoices;Paid invoices
1;;SPAR HU BICSKE 103A;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 103A;WEDNESDAY NIGHT;;;;;;;;;2020.01.27;BARCELONA;LOG040;KÓNYA;RCG 083 / WBT 959;€ 2 400;2020.01.29;;;;;
2;;SPAR HU;AGESCO;AGESCO;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.01.27;BARCELONA;LOG040;KÓNYA;RCG 083 / WBT 959;€ 2 400;2020.01.29;;;;;
5;;SPAR HU;GRUPO NATURAL;GRUPO NATURAL;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.01.27;BARCELONA;LOG040;KÓNYA;RCG 083 / WBT 959;€ 2 400;2020.01.29;;;;;
12;;SPAR HU BICSKE 105;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 105;SATURDAY NIGHT;;;;;;;;;2020.01.28;ALMERIA;GHU 161;WABERER'S;GONT 679(IT) / XA 732 JZ(SI);€ 3 500;2020.01.31;;;;;
18;;SPAR HU ÜLLŐ 106;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 106;SATURDAY NIGHT;;;;;;;;;2020.01.28;ALMERIA;GHU 161;WABERER'S;GONT 679(IT) / XA 732 JZ(SI);€ 3 500;2020.01.31;;;;;
1;;AUBERGINE STD;KOPFSALAT;GHU;ALDI;FRIDAY;;;;;;;;;2020.01.28;ALMERIA;GHU 161;WABERER'S;GONT 679(IT) / XA 732 JZ(SI);€ 3 500;2020.01.31;;;;;
;1;BOLSA DE PALERMO ;EJIDOZONE;GHU;ALDI;FRIDAY;;;;;;;;;2020.01.28;ALMERIA;GHU 161;WABERER'S;GONT 679(IT) / XA 732 JZ(SI);€ 3 500;2020.01.31;;;;;
8;;MANDARINE 900GR;FRUBALMED;GHU;ALDI;;;€ 0,90;;PZS;;;14/AL20;1;2020.01.29;ALMERIA;GHU 162;KUONI;NUX 983 / WBZ 417;€ 3 600;2020.02.02;;;;;
10;;CUCUMBER DUTCH II;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2020.01.29;ALMERIA;GHU 162;KUONI;NUX 983 / WBZ 417;€ 3 600;2020.02.02;;;;;
2;;AUBERGINE II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.01.29;ALMERIA;GHU 162;KUONI;NUX 983 / WBZ 417;€ 3 600;2020.02.02;;;;;
5;;CAPSICUM PALERMO RED II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.01.29;ALMERIA;GHU 162;KUONI;NUX 983 / WBZ 417;€ 3 600;2020.02.02;;;;;
;1;TOM. PEAR STD. MMM;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2020.01.29;ALMERIA;GHU 162;KUONI;NUX 983 / WBZ 417;€ 3 600;2020.02.02;;;;;
;3;TOM. PEAR STD MM;KOPFSALAT;GHU;PARTNERLOG;;;;;;;;;;2020.01.29;ALMERIA;GHU 162;KUONI;NUX 983 / WBZ 417;€ 3 600;2020.02.02;;;;;
;1;TOM CHERRY ROUND PACKAGE 9*250GR;KOPFSALAT;GHU;PARTNERLOG;;;;;;;;;;2020.01.29;ALMERIA;GHU 162;KUONI;NUX 983 / WBZ 417;€ 3 600;2020.02.02;;;;;
1;;TOM. CHERRY PEAR SNACK 12*250GR;KOPFSALAT;GHU;PARTNERLOG;;;;;;;;;;2020.01.29;ALMERIA;GHU 162;KUONI;NUX 983 / WBZ 417;€ 3 600;2020.02.02;;;;;
1;;SPAR HU;GRUPO NATURAL;GRUPO NATURAL;SPAR HU;SATURDAY NIGHT;;;;;;;;;2020.01.29;BARCELONA;GHU 163;WABERER'S;RIM 426 / WCK 442;€ 2 400;2020.01.31;;;;;
11;;SPAR HU;AGESCO;AGESCO;SPAR HU;SATURDAY NIGHT;;;;;;;;;2020.01.29;BARCELONA;GHU 163;WABERER'S;RIM 426 / WCK 442;€ 2 400;2020.01.31;;;;;
9;;TESCO HU 060;KOPFSALAT;KOPFSALAT;TESCO HU 060;;;;;;;;;;2020.01.29;BARCELONA;GHU 163;WABERER'S;RIM 426 / WCK 442;€ 2 400;2020.01.31;;;;;
;4;COURGETTE;KOPFSALAT;GHU;ALDI/GHUBU;;;;;;;;;;2020.01.29;BARCELONA;GHU 163;WABERER'S;RIM 426 / WCK 442;€ 2 400;2020.01.31;;;;;
;4;LEMON;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2020.01.29;BARCELONA;GHU 163;WABERER'S;RIM 426 / WCK 442;€ 2 400;2020.01.31;;;;;
1;;GRAPE;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2020.01.29;BARCELONA;GHU 163;WABERER'S;RIM 426 / WCK 442;€ 2 400;2020.01.31;;;;;
