N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Invoice N°;Invoice amount;Payment date;Open invoices;Paid invoices;;;;;;;;;;;
0,25;;TESCO HU 260;KOPFSALAT;KOPFSALAT;TESCO HU 260;TUESDAY;;;;;;;;;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
0,25;;TESCO HU 261;KOPFSALAT;KOPFSALAT;TESCO HU 261;WEDNESDAY;;;;;;;;;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE 224;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 224;MONDAY NIGHT;;;;;;;;;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ 225;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 225;MONDAY NIGHT;;;;;;;;;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
;1;NECTARIN STD;FRUBALMED;GHU;GHUBU/GHUSZ;THURSDAY UP LERIDA;;€ 0,65;;KG;€ 0,00;€ 0,00;FRU107-88/AL21;1;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
;1;PEACH STD;FRUBALMED;GHU;GHUBU/GHUSZ;THURSDAY UP LERIDA;;€ 0,60;;KG;€ 0,00;€ 0,00;FRU107-88/AL21;1;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
;1;PARAGUAYO STD;FRUBALMED;GHU;GHUBU/GHUSZ;THURSDAY UP LERIDA;;€ 0,55;;KG;€ 0,00;€ 0,00;FRU107-88/AL21;1;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
3;;PEACH 7KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,95;;KG;€ 0,00;€ 0,00;FRU107-88/AL21;1;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
4;;NECTARIN 7KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 1,20;;KG;€ 0,00;€ 0,00;FRU107-88/AL21;1;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
4;;PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,95;;KG;€ 0,00;€ 0,00;FRU107-88/AL21;1;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
2;;PEACH RED 10X500GR;FRUBALMED;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 0,50;PZS;€ 8,50;€ 0,00;FRU107-90/AL21;1;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
2;;CORN 15PZS;AGESCO;GHU;ALDI;FRIDAY UP BARCELONA;;;;;€ 8,50;€ 40,00;AGE074-V/2331;2;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
;2;APRICOT STD;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
4;;AUBERGINE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.06.17;ALMERIA;GHU 312;LIVIU;BH 30 CDL / CJ 39 CDL;€ 1 650;2021.06.20;;;;;;;;;;;;;;;;
5;;BIO CUCUMBER DUTCH 12PZS IFCO;KOPALMERIA;GHU;ALDI;THURSDAY UP ALMERIA;;€ 0,35;;PZS;;;KOP131-01/003470;1;2021.06.17;ALMERIA;GHU 312;LIVIU;BH 30 CDL / CJ 39 CDL;€ 1 650;2021.06.20;;;;;;;;;;;;;;;;
4;;LEMON 9KGS;FRUBALMED;GHU;ALDI;THURSDAY UP MURCIA;;€ 0,50;;KG;;;FRU107-89/AL21;2;2021.06.17;ALMERIA;GHU 312;LIVIU;BH 30 CDL / CJ 39 CDL;€ 1 650;2021.06.20;;;;;;;;;;;;;;;;
2;;MELON GALIA 7PZS;HISPAGROUP;GHU;ALDI;THURSDAY UP MURCIA;;€ 3,80;;CAJA;;;HIS014-038/012101187;3;2021.06.17;ALMERIA;GHU 312;LIVIU;BH 30 CDL / CJ 39 CDL;€ 1 650;2021.06.20;;;;;;;;;;;;;;;;
2;4;BILEKLEVI;BILEKLEVI;BILEKLEVI;;;;;;;;;;;2021.06.18;BARCELONA;GHU 313;KÓNYA;RCG 084 / WEH 573 ;€ 1 840;2021.06.20;;;;;;;;;;;;;;;;
4;;SPAR HU BICSKE V/2339;AGESCO;AGESCO;SPAR HU BICSKE V/2339;MONDAY NIGHT;;;;;;;;;2021.06.18;BARCELONA;GHU 313;KÓNYA;RCG 084 / WEH 573 ;€ 1 840;2021.06.20;;;;;;;;;;;;;;;;
4;;SPAR HU ÜLLŐ V/2338;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2338;MONDAY NIGHT;;;;;;;;;2021.06.18;BARCELONA;GHU 313;KÓNYA;RCG 084 / WEH 573 ;€ 1 840;2021.06.20;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE V/2341;AGESCO;AGESCO;SPAR HU BICSKE V/2341;MONDAY NIGHT;;;;;;;;;2021.06.18;BARCELONA;GHU 313;KÓNYA;RCG 084 / WEH 573 ;€ 1 840;2021.06.20;;;;;;;;;;;;;;;;
4;;SPAR HU ÜLLŐ V/2340;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2340;MONDAY NIGHT;;;;;;;;;2021.06.18;BARCELONA;GHU 313;KÓNYA;RCG 084 / WEH 573 ;€ 1 840;2021.06.20;;;;;;;;;;;;;;;;
;2;NECTARON YELLOW 1 LAYER;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.06.18;BARCELONA;GHU 313;KÓNYA;RCG 084 / WEH 573 ;€ 1 840;2021.06.20;;;;;;;;;;;;;;;;
;2;NECTARIN YELLOW LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.06.18;BARCELONA;GHU 313;KÓNYA;RCG 084 / WEH 573 ;€ 1 840;2021.06.20;;;;;;;;;;;;;;;;
;2;PARAGUAYO LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.06.18;BARCELONA;GHU 313;KÓNYA;RCG 084 / WEH 573 ;€ 1 840;2021.06.20;;;;;;;;;;;;;;;;
;1;PLUM;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.06.18;BARCELONA;GHU 313;KÓNYA;RCG 084 / WEH 573 ;€ 1 840;2021.06.20;;;;;;;;;;;;;;;;
;1;MELON CANTALUP;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.06.18;BARCELONA;GHU 313;KÓNYA;RCG 084 / WEH 573 ;€ 1 840;2021.06.20;;;;;;;;;;;;;;;;
;;CAPSICUM PADRON 4#;KOPFSALAT;GHU;;;;;;;;;;;2021.06.18;BARCELONA;GHU 313;KÓNYA;RCG 084 / WEH 573 ;€ 1 840;2021.06.20;;;;;;;;;;;;;;;;
1;;APRICOT LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2021.06.18;BARCELONA;GHU 313;KÓNYA;RCG 084 / WEH 573 ;€ 1 840;2021.06.20;;;;;;;;;;;;;;;;
33; ;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;MONDAY MORNING;;;;;;;;;2021.06.18;LERIDA;LOG225;HRT;CA 067 SP / AC 569 CA;€ 2 200;2021.06.21;;;;;;;;;;;;;;;;
;26;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;MONDAY MORNING;;;;;;;;;2021.06.18;LERIDA;LOG226;SERGIO;SB 21 HRM / SB 01 HRM;€ 2 400;2021.06.21;;;;;;;;;;;;;;;;
5;;SPAR CRO 115;KOPFSALAT;KOPFSALAT;SPAR CRO 115;WEDNESDAY MORNING;;;;;;;SPAR;;2021.06.19;LERIDA;LOG228;KÓNYA;RCG 083 / WED 152;€ 2 200;2021.06.23;;;;;;;;;;;;;;;;
27;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;LOAD LERIDA;;;;;;;SPAR;;2021.06.19;LERIDA;LOG228;KÓNYA;RCG 083 / WED 152;€ 2 200;2021.06.23;;;;;;;;;;;;;;;;
1;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY MORNING;;;;;;;SPAR;;2021.06.19;LERIDA;LOG228;KÓNYA;RCG 083 / WED 152;€ 2 200;2021.06.23;;;;;;;;;;;;;;;;
30,5;;ROMÁNIA;KOPFSALAT;LIVIU;LIVIU;;;;;;;;;;2021.06.19;HOLLANDIA;LOG 230;S.T.I.;SEF 443 / WBP 830;€ 1 300;2021.06.22;;;;;;;;;;;;;;;;
;7;CAPSICUM PALERMO I;COCO;GHU;ALDI;SATURDAY UP ALMERIA;;€ 1,20;;KG;;;COC051-A20-355;;2021.06.19;ALMERIA;H143;LIVIU;BH 92 PAP / BH 35 PCR;€ 1 870;2021.06.22;;;;;;;;;;;;;;;;
;2;CAPSICUM PALERMO STD;COCO;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,50;;KG;;;COC051-A20-355;;2021.06.19;ALMERIA;H143;LIVIU;BH 92 PAP / BH 35 PCR;€ 1 870;2021.06.22;;;;;;;;;;;;;;;;
5;;MELON GALIA 7PZS;HISPA GROUP;GHU;ALDI;SATURDAY UP MURCIA; H143 ;€ 3,80;;CAJA;;;HI015-038/012101189;1;2021.06.19;ALMERIA;H143;LIVIU;BH 92 PAP / BH 35 PCR;€ 1 870;2021.06.22;;;;;;;;;;;;;;;;
15;;PEACH 7KG;FRUBALMED;GHU;ALDI;MONDAY UP LERIDA;;€ 0,95;;KG;€ 0,00; € -   ;FRU109-94/AL21;;2021.06.21;LERIDA;H144;KÓNYA;SFB 847 / WEH 572;€ 2 200;2021.06.23;;;;;;;;;;;;;;;;
2;;PEACH LAYER 1;FRUBALMED;GHU;GHUBU/GHUSZ;MONDAY UP LERIDA;;€ 1,00;;KG;€ 0,00; € -   ;FRU109-92/AL21;;2021.06.21;LERIDA;H144;KÓNYA;SFB 847 / WEH 572;€ 2 200;2021.06.23;;;;;;;;;;;;;;;;
3;;NECTARIN 7KG;FRUBALMED;GHU;ALDI;MONDAY UP LERIDA;;€ 1,20;;KG;€ 0,00; € -   ;FRU109-93/AL21;;2021.06.21;LERIDA;H144;KÓNYA;SFB 847 / WEH 572;€ 2 200;2021.06.23;;;;;;;;;;;;;;;;
4;;PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;MONDAY UP LERIDA;;€ 0,95;;KG;€ 0,00; € -   ;FRU109-93/AL21;;2021.06.21;LERIDA;H144;KÓNYA;SFB 847 / WEH 572;€ 2 200;2021.06.23;;;;;;;;;;;;;;;;
3;;PEACH 10*1KG;FRUBALMED;GHU;ALDI;MONDAY UP LERIDA;;€ 0,80;;PZS;€ 0,00; € -   ;FRU109-93/AL21;;2021.06.21;LERIDA;H144;KÓNYA;SFB 847 / WEH 572;€ 2 200;2021.06.23;;;;;;;;;;;;;;;;
3;;NECTARIN 10*1KG;FRUBALMED;GHU;ALDI;MONDAY UP LERIDA;;€ 0,90;;PZS;€ 0,00; € -   ;FRU109-93/AL21;;2021.06.21;LERIDA;H144;KÓNYA;SFB 847 / WEH 572;€ 2 200;2021.06.23;;;;;;;;;;;;;;;;
3;;PARAGUAYO 10*500GR;FRUBALMED;GHU;ALDI;MONDAY UP LERIDA;;€ 0,65;;PZS;€ 0,00; € -   ;FRU109-93/AL21;;2021.06.21;LERIDA;H144;KÓNYA;SFB 847 / WEH 572;€ 2 200;2021.06.23;;;;;;;;;;;;;;;;
1;;MELON GALIA 7PZS;HISPA GROUP;GHU;ALDI;MONDAY UP MURCIA; H145 ;€ 3,95;;CAJA;€ 0,00;€ 0,00;HIS016-038/012101198;2;2021.06.21;ALMERIA;H145;LIVIU;BN 28 DYM / BN 76 DMX;€ 880;2021.06.24;;;;;;;;;;;;;;;;
4;;CORN 15PZS;AGESCO;GHU;ALDI;MONDAY UP MURCIA; H145 ;€ 0,40;;PZS;€ 0,00; € -   ;AGE075-V62370;1;2021.06.21;ALMERIA;H145;LIVIU;BN 28 DYM / BN 76 DMX;€ 880;2021.06.24;;;;;;;;;;;;;;;;
3;;BIO CUCUMBER DUTCH 12PZS IFCO;KOPALMERIA;GHU;ALDI;MONDAY UP ALMERIA;;€ 0,35;;PZS;€ 0,00; € -   ;KOP132-01/004431;;2021.06.21;ALMERIA;H145;LIVIU;BN 28 DYM / BN 76 DMX;€ 880;2021.06.24;;;;;;;;;;;;;;;;
3;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;WEDNESDAY MORNING;;;;;;;SPAR;;2021.06.21;BARCELONA;LOG229;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.23;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE 226;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 226;WEDNESDAY NIGHT;;;;;;;;;2021.06.21;BARCELONA;LOG229;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.23;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ 227;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 227;WEDNESDAY NIGHT;;;;;;;;;2021.06.21;BARCELONA;LOG229;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.23;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2021.06.21;BARCELONA;LOG229;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.23;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2021.06.21;BARCELONA;LOG229;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.23;;;;;;;;;;;;;;;;
4;;SPAR HU BICSKE V/2360;AGESCO;AGESCO;SPAR HU BICSKE V/2360;WEDNESDAY NIGHT;;;;;;;;;2021.06.21;BARCELONA;LOG229;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.23;;;;;;;;;;;;;;;;
5;;SPAR HU ÜLLŐ V/2359;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2359;WEDNESDAY NIGHT;;;;;;;;;2021.06.21;BARCELONA;LOG229;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.23;;;;;;;;;;;;;;;;
6;;SPAR HU BICSKE V/2362;AGESCO;AGESCO;SPAR HU BICSKE V/2362;WEDNESDAY NIGHT;;;;;;;;;2021.06.21;BARCELONA;LOG229;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.23;;;;;;;;;;;;;;;;
9;;SPAR HU ÜLLŐ V/2361;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2361;WEDNESDAY NIGHT;;;;;;;;;2021.06.21;BARCELONA;LOG229;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.23;;;;;;;;;;;;;;;;
;5;BILEKLEVI;BILEKLEVI;BILEKLEVI;;;;;;;;;;;2021.06.21;BARCELONA;GHU  315;KÓNYA;SFB 844 / WEW 302;€ 1 940;2021.06.23;;;;;;;;;;;;;;;;
0,5;;TESCO HU 262;KOPFSALAT;KOPFSALAT;TESCO HU 262;THURSDAY;;;;;;;;;2021.06.21;BARCELONA;GHU  315;KÓNYA;SFB 844 / WEW 302;€ 1 940;2021.06.23;;;;;;;;;;;;;;;;
1;;BIO LEMON 10*400GR;AXARFRUIT;GHU;SPAR HU;MONDAY UP BARCELONA;;;€ 0,48;PZS;€ 8,50; € -   ;AXA072-005709;3;2021.06.21;BARCELONA;GHU  315;KÓNYA;SFB 844 / WEW 302;€ 1 940;2021.06.23;;;;;;;;;;;;;;;;
4;;LEMON 10KG;HISPA GROUP;GHU;ALDI;MONDAY UP BARCELONA;;;€ 0,53;KG;€ 8,50; € -   ;HIS017-038/012101190;4;2021.06.21;BARCELONA;GHU  315;KÓNYA;SFB 844 / WEW 302;€ 1 940;2021.06.23;;;;;;;;;;;;;;;;
1;;PEACH LAYER 1;FRUBALMED;GHU;GHUBU/GHUSZ;MONDAY UP BARCELONA;;;€ 1,00;KG;€ 8,50; € -   ;FRUB110-92/AL21;2;2021.06.21;BARCELONA;GHU  315;KÓNYA;SFB 844 / WEW 302;€ 1 940;2021.06.23;;;;;;;;;;;;;;;;
2;;CORN;AGESCO;GHU;ALDI;MONDAY UP BARCELONA;;€ 0,40;;PZS;€ 8,50; € 40,00 ;AGE076-V/2355;1;2021.06.21;BARCELONA;GHU  315;KÓNYA;SFB 844 / WEW 302;€ 1 940;2021.06.23;;;;;;;;;;;;;;;;
3,5;;AUBERGINE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.06.21;BARCELONA;GHU  315;KÓNYA;SFB 844 / WEW 302;€ 1 940;2021.06.23;;;;;;;;;;;;;;;;
3;;TOM. PEAR MM;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.06.21;BARCELONA;GHU  315;KÓNYA;SFB 844 / WEW 302;€ 1 940;2021.06.23;;;;;;;;;;;;;;;;
;6;APRICOT LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2021.06.21;BARCELONA;GHU  315;KÓNYA;SFB 844 / WEW 302;€ 1 940;2021.06.23;;;;;;;;;;;;;;;;
;2;PEACH LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2021.06.21;BARCELONA;GHU  315;KÓNYA;SFB 844 / WEW 302;€ 1 940;2021.06.23;;;;;;;;;;;;;;;;
;1;PLUM;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.06.21;BARCELONA;GHU  315;KÓNYA;SFB 844 / WEW 302;€ 1 940;2021.06.23;;;;;;;;;;;;;;;;
3;;DG69 SLO;DG69;DG69;DG69 SLO;FRIDAY;;;;;;;DG69;;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE 228;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 228;SATURDAY NIGHT;;;;;;;;;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ 229;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 229;SATURDAY NIGHT;;;;;;;;;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;SATURDAY NIGHT;;;;;;;;;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;SATURDAY NIGHT;;;;;;;;;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
3;;SPAR HU BICSKE V/2386;AGESCO;AGESCO;SPAR HU BICSKE V/2386;SATURDAY NIGHT;;;;;;;;;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
4;;SPAR HU ÜLLŐ V/2385;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2385;SATURDAY NIGHT;;;;;;;;;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
3;;SPAR HU BICSKE V/2388;AGESCO;AGESCO;SPAR HU BICSKE V/2388;SATURDAY NIGHT;;;;;;;;;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
4;;SPAR HU ÜLLŐ V/2387;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2387;SATURDAY NIGHT;;;;;;;;;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
0,21;;TESCO HU 263;KOPFSALAT;KOPFSALAT;TESCO HU 263;FRIDAY;;;;;;;;;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
0,29;;TESCO HU 264;KOPFSALAT;KOPFSALAT;TESCO HU 264;SATURDAY;;;;;;;;;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
0,5;;AUBERGINE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
1;;BIO LEMON 10*400GR;AXARFRUIT;GHU;SPAR HU;WEDNESDAY UP BARCELONA;;;€ 0,48;PZS;€ 8,50; € -   ;AXA073-005776;2;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
2;;MELON GALIA 7PZS;HISPA GROUP;GHU;ALDI;WEDNESDAY UP BARCELONA;;;€ 3,95;CAJA;€ 8,50; € -   ;HIS018-038/012101199;3;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
2;;PLUM;FRUBALMED;GHU;ALDI;WEDNESDAY UP BARCELONA;;;€ 1,00;KG;€ 8,50; € -   ;FRU111-97/AL21;1;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
4;;PEACH 7KG;FRUBALMED;GHU;ALDI;TUESDAY UP LERIDA;;;€ 1,00;KG;€ 8,50; € -   ;FRU111-96/AL21;1;2021.06.23;BARCELONA;GHU 316;KÓNYA;RCG 084 / WEH 574;€ 2 200;2021.06.25;;;;;;;;;;;;;;;;
4;;SPAR CRO 116;KOPFSALAT;KOPFSALAT;SPAR CRO 116;FRIDAY MORNING;;;;;;;SPAR;;2021.06.22;BARCELONA;LOG231;SERGIO;SB 85 HNL / SB 06 HNL;€ 2 400;2021.06.25;;;;;;;;;;;;;;;;
25;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;LOAD LERIDA;;;;;;;SPAR;;2021.06.22;BARCELONA;LOG231;SERGIO;SB 85 HNL / SB 06 HNL;€ 2 400;2021.06.25;;;;;;;;;;;;;;;;
2;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;FRIDAY MORNING;;;;;;;SPAR;;2021.06.22;BARCELONA;LOG231;SERGIO;SB 85 HNL / SB 06 HNL;€ 2 400;2021.06.25;;;;;;;;;;;;;;;;
3;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;FRIDAY MORNING;;;;;;;SPAR;;2021.06.22;BARCELONA;LOG231;SERGIO;SB 85 HNL / SB 06 HNL;€ 2 400;2021.06.25;;;;;;;;;;;;;;;;
;7;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;MONDAY MORNING;;;;;€ 106,00; € 120,00 ;DG69;;2021.06.24;LERIDA;LOG234;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.06.28;;;;;;;;;;;;;;;;
1;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;MONDAY MORNING;;;;;;;SPAR;;2021.06.24;LERIDA;LOG234;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.06.28;;;;;;;;;;;;;;;;
1;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;MONDAY MORNING;;;;;;;SPAR;;2021.06.24;LERIDA;LOG234;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.06.28;;;;;;;;;;;;;;;;
5;;SPAR CRO 117;KOPFSALAT;KOPFSALAT;SPAR CRO 117;MONDAY MORNING;;;;;;;SPAR;;2021.06.24;LERIDA;LOG234;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.06.28;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ 230;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 230;MONDAY NIGHT;;;;;;;;;2021.06.24;LERIDA;LOG234;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.06.28;;;;;;;;;;;;;;;;
6;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2021.06.24;LERIDA;LOG234;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.06.28;;;;;;;;;;;;;;;;
10;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2021.06.24;LERIDA;LOG234;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.06.28;;;;;;;;;;;;;;;;
;1;PARAGUAYO STD;FRUBALMED;GHU;GHUBU/GHUSZ;THURSDAY UP LERIDA;;€ 0,55;;KG;;;FRU112-99/AL21;;2021.06.24;LERIDA;H146;KÓNYA;SHB 849 / WEW 303;€ 2 200;2021.06.26;;;;;;;;;;;;;;;;
;5;NECTARIN STD;FRUBALMED;GHU;GHUBU/GHUSZ;THURSDAY UP LERIDA;;€ 0,60;;KG;;;FRU112-99/AL21;;2021.06.24;LERIDA;H146;KÓNYA;SHB 849 / WEW 303;€ 2 200;2021.06.26;;;;;;;;;;;;;;;;
3;;NECTARIN 10*1KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,90;;PZS;;;FRU112-100/AL21;;2021.06.24;LERIDA;H146;KÓNYA;SHB 849 / WEW 303;€ 2 200;2021.06.26;;;;;;;;;;;;;;;;
3;;PECH 10*1KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,70;;PZS;;;FRU112-100/AL21;;2021.06.24;LERIDA;H146;KÓNYA;SHB 849 / WEW 303;€ 2 200;2021.06.26;;;;;;;;;;;;;;;;
4;;NECTARIN 7KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 1,07;;KG;;;FRU112-100/AL21;;2021.06.24;LERIDA;H146;KÓNYA;SHB 849 / WEW 303;€ 2 200;2021.06.26;;;;;;;;;;;;;;;;
