N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Transport cost;Invoice amount;Payment date;Open invoices;Paid invoices
1,5;;SPAR HU ÜLLŐ V/000601;AGESCO;AGESCO;SPAR HU ÜLLŐ V/000601;WEDNESDAY NIGHT;;;;;;;;;2022.12.19;BARCELONA;LOG050;KÓNYA;AA DD 051 / WFT 962;€ 2 800;2022.12.21;;;; -   € ;
18;;TESCO W50C;KOPFSALAT;KOPFSALAT;TESCO W50C;FRIDAY;;;;;;;;;2022.12.20;ALMERIA;H054;KÓNYA;AA DD 053 / WFT 963;€ 3 800;2022.12.23;-€ 4 200;;; -   € ;
4;;ALDI W50C;KOPFSALAT;KOPFSALAT;ALDI W50C;FRIDAY;;;;;;;;;2022.12.20;ALMERIA;H054;KÓNYA;AA DD 053 / WFT 963;€ 3 800;2022.12.23;;;; -   € ;
2;;CAPSICUM CAL. TRICOLOR 6*500GR IFCO;INDASOL;GHU;ALDI;TUESDAY UP ALMERIA;;€ 0,85;;PZS;€ 0,00; € -   ;IND020-22/9074;1;2022.12.20;ALMERIA;H054;KÓNYA;AA DD 053 / WFT 963;€ 3 800;2022.12.23;;;; -   € ;
;1;CAPSICUM CAL. GREEN I M;INDASOL;GHU;VEGS&BAGS;TUESDAY UP ALMERIA;;€ 1,37;;KG;€ 0,00; € -   ;IND020-22/9074;1;2022.12.20;ALMERIA;H054;KÓNYA;AA DD 053 / WFT 963;€ 3 800;2022.12.23;;;; -   € ;
;2;CUCUMBER DUTCH II;INDASOL;GHU;GHUBU/GHUSZ;TUESDAY UP ALMERIA;;€ 0,69;;KG;€ 0,00; € -   ;IND020-22/9074;1;2022.12.20;ALMERIA;H054;KÓNYA;AA DD 053 / WFT 963;€ 3 800;2022.12.23;;;; -   € ;
;3;CAPSICUM PALERMO I;NATURINDA;GHU;ALDI;TUESDAY UP ALMERIA; JAVIER ;€ 1,40;;KG;€ 0,00; € -   ;NAT001-A23-7.344;2;2022.12.20;ALMERIA;H054;KÓNYA;AA DD 053 / WFT 963;€ 3 800;2022.12.23;;;; -   € ;
1;;CAPSICUM CAL. RED STD;KOPALMERIA;GHU;GHUBU/GHUSZ;TUESDAY UP ALMERIA;;€ 0,75;;KG;€ 0,00; € -   ;KOP011-01/000692;;2022.12.20;ALMERIA;H054;KÓNYA;AA DD 053 / WFT 963;€ 3 800;2022.12.23;;;; -   € ;
;5;BILEK;BILEK;BILEK;;LEMONDTA A BILEK;;;;;;;;;2022.12.21;BARCELONA;GHU 095;KÓNYA;TBT 655 / WEW 302;€ 2 800;2022.12.23;-€ 3 000;;; -   € ;
2;;DG69 SLO;GRUPO NATURAL;GRUPO NATURAL;DG69 SLO;FRIDAY MORNING;;;;;;;;;2022.12.21;BARCELONA;GHU 095;KÓNYA;TBT 655 / WEW 302;€ 2 800;2022.12.23;;;; -   € ;
8;;SPAR CRO 046;KOPFSALAT;KOPFSALAT;SPAR CRO 046;FRIDAY MORNING;;;;;;;;;2022.12.21;BARCELONA;GHU 095;KÓNYA;TBT 655 / WEW 302;€ 2 800;2022.12.23;;;; -   € ;
3;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;FRIDAY MORNING;;;;;;;;;2022.12.21;BARCELONA;GHU 095;KÓNYA;TBT 655 / WEW 302;€ 2 800;2022.12.23;;;; -   € ;
1;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;FRIDAY MORNING;;;;;;;;;2022.12.21;BARCELONA;GHU 095;KÓNYA;TBT 655 / WEW 302;€ 2 800;2022.12.23;;;; -   € ;
1;;SPAR CRO;EUROCASTELL;EUROCASTELL;SPAR CRO;FRIDAY MORNING;;;;;;;;;2022.12.21;BARCELONA;GHU 095;KÓNYA;TBT 655 / WEW 302;€ 2 800;2022.12.23;;;; -   € ;
;2;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.12.21;BARCELONA;GHU 095;KÓNYA;TBT 655 / WEW 302;€ 2 800;2022.12.23;;;; -   € ;
4;;CAPSICUM KAPIA I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.12.21;BARCELONA;GHU 095;KÓNYA;TBT 655 / WEW 302;€ 2 800;2022.12.23;;;; -   € ;
2,5;;LEMON 10*400GR;HISPA;GHU;SPAR;WEDNESDAY UP MURCIA; HORTAMIRA ;€ 0,50;;PZS;€ 0,00; € -   ;HIS044-038/012300673;;2022.12.21;MURCIA;H055;KÓNYA;AA DD 056 / WDA 625;€ 3 300;2022.12.25;-€ 3 700;;; -   € ;
0,5;;CELERY 6*500GR (KARTON);HISPA;GHU;ALDI;WEDNESDAY UP MURCIA; HORTAMIRA ;€ 0,46;;PZS;€ 0,00; € -   ;HIS044-038/012300673;;2022.12.21;MURCIA;H055;KÓNYA;AA DD 056 / WDA 625;€ 3 300;2022.12.25;;;; -   € ;
6;;LEMON I;HISPA;GHU;ALDI;WEDNESDAY UP MURCIA; ORIFRUIT ;€ 0,74;;KG;€ 0,00; € -   ;HIS044-038/012300673;;2022.12.21;MURCIA;H055;KÓNYA;AA DD 056 / WDA 625;€ 3 300;2022.12.25;;;; -   € ;
12;;CELERY 6*500GR IFCO;HISPA;GHU;ALDI;WEDNESDAY UP MURCIA; SURINVER ;€ 0,46;;PZS;€ 0,00; € -   ;HIS044-038/012300673;;2022.12.21;MURCIA;H055;KÓNYA;AA DD 056 / WDA 625;€ 3 300;2022.12.25;;;; -   € ;
12;;CELERY 6*500GR IFCO;HISPA;GHU;ALDI;WEDNESDAY UP MURCIA; PASCUAL ;€ 0,46;;PZS;€ 0,00; € -   ;HIS044-038/012300673;;2022.12.21;MURCIA;H055;KÓNYA;AA DD 056 / WDA 625;€ 3 300;2022.12.25;;;; -   € ;
1;;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;-€ 4 200;;; -   € ;
1;;AUBERGINE II;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
3;;TOM. PEAR I MMM;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
3;;CUCUMBER DUTCH II;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
;3;GARLIC 94*200GR;GALLARDO;GHU;ALDI;THURSDAY UP JAEN;;€ 0,45;;PZS;€ 0,00; € -   ;GAL013-000092;1;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
;1;GARLIC LOOSE;GALLARDO;GHU;SPAR/ALDI;THURSDAY UP JAEN;;€ 1,65;;KG;€ 0,00; € -   ;GAL013-000092;1;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
;3;CAPSICUM CORNO WHITE II;DELGAFRUITS;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA; JAVIER ;€ 0,65;;KG;€ 0,00; € -   ;DEL022-001330;2;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
0,5;;CAPSICUM PALERMO STD 60#;DELGAFRUITS;GHU;ALDI;THURSDAY UP ALMERIA; JAVIER ;€ 0,85;;KG;€ 0,00; € -   ;DEL022-001330;2;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
0,5;;CAPSICUM SPICY GREEN STD 47#;DELGAFRUITS;GHU;ALDI;THURSDAY UP ALMERIA; JAVIER ;€ 0,95;;KG;€ 0,00; € -   ;DEL022-001330;2;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
;1;CUCUMBER DUTCH I 14PZS;FRANIAL;GHU;VEGS&BAGS;THURSDAY UP ALMERIA; JAVIER ;€ 1,35;;KG;€ 0,00; € -   ;FRA006-122206;3;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
;2;TOM. PEAR STD MM;CASI ;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA; JAVIER ;€ 0,45;;KG;€ 0,00; € -   ;CAS024-VH23/4928;4;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
1;;TOMATO LONGLIFE I M (KARTON);CASI ;GHU;;THURSDAY UP ALMERIA; JAVIER ;€ 0,90;;KG;€ 0,00; € -   ;CAS024-AA23/11055;4;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
2;;TOM. CHERRY PEAR BUNCH I;CASI ;GHU;;THURSDAY UP ALMERIA; JAVIER ;€ 2,00;;KG;€ 0,00; € -   ;CAS024-AA23/11055;4;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
2;;TOM. BUNCH I MM;CASI ;GHU;;THURSDAY UP ALMERIA; JAVIER ;€ 0,50;;KG;€ 0,00; € -   ;CAS024-AA23/11055;4;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
;1;TOMATO LONGLIFE I G;CASI ;GHU;GHUBU;THURSDAY UP ALMERIA; JAVIER ;€ 0,85;;KG;€ 0,00; € -   ;CAS024-AA23/11055;4;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
;1;COURGETTE I (PLASTIC);AGROPONIENTE  ;GHU;GHUBU;THURSDAY UP ALMERIA; JAVIER ;€ 0,88;;KG;€ 0,00; € -   ;APE018-FXI23/0000287;5;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
;2;CAPSICUM PALERMO STD;AGROPONIENTE NATURAL;GHU;ALDI;THURSDAY UP ALMERIA; JAVIER ;€ 0,70;;KG;€ 0,00; € -   ;APE018-ACG23/3644;5;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
;0,5;CAPSICUM CAL. RED STD;KOPALMERIA;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA;;€ 0,75;;KG;€ 0,00; € -   ;KOP012-01/000710;6;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
;0,5;CUCUMBER DUTCH STD;KOPALMERIA;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA;;€ 0,50;;KG;€ 0,00; € -   ;KOP012-01/000710;6;2022.12.22;ALMERIA;GHU 096;KÓNYA;ZRT 002 / WFX 890;€ 3 800;2022.12.25;;;; -   € ;
27;2;TESCO W51A;KOPFSALAT;KOPFSALAT;TESCO W51A;MONDAY;;;;;;;;;2022.12.22;ALMERIA;LOG052;KÓNYA;TBT 656 / AA ID 876;€ 3 800;2022.12.26;-€ 4 200;;; -   € ;
3;;ALDI W51A;KOPFSALAT;KOPFSALAT;ALDI W51A;MONDAY;;;;;;;;;2022.12.22;ALMERIA;LOG052;KÓNYA;TBT 656 / AA ID 876;€ 3 800;2022.12.26;;;; -   € ;
3,5;;SPAR HU BICSKE V/000650;AGESCO;AGESCO;SPAR HU BICSKE V/000650;MONDAY NIGHT; MURCIA ;;;;;;;;2022.12.22;MURCIA;H056;SERGIO;SB 16 HRM / SB 02 HRM;€ 3 700;2022.12.26;-€ 3 700;;; -   € ;
3,5;;SPAR HU ÜLLŐ V/000649;AGESCO;AGESCO;SPAR HU ÜLLŐ V/000649;MONDAY NIGHT; MURCIA ;;;;;;;;2022.12.22;MURCIA;H056;SERGIO;SB 16 HRM / SB 02 HRM;€ 3 700;2022.12.26;;;; -   € ;
6,5;;SPAR HU BICSKE V/000652;AGESCO;AGESCO;SPAR HU BICSKE V/000652;MONDAY NIGHT; MURCIA ;;;;;;;;2022.12.22;MURCIA;H056;SERGIO;SB 16 HRM / SB 02 HRM;€ 3 700;2022.12.26;;;; -   € ;
11,5;;SPAR HU ÜLLŐ V/000651;AGESCO;AGESCO;SPAR HU ÜLLŐ V/000651 ;MONDAY NIGHT; MURCIA ;;;;;;;;2022.12.22;MURCIA;H056;SERGIO;SB 16 HRM / SB 02 HRM;€ 3 700;2022.12.26;;;; -   € ;
4;;MANDARIN 2,3KG;FRUBALMED;GHU;ALDI;THURSDAY UP VALENCIA; LA COSA ;€ 2,10;;CAJA;€ 0,00; € -   ;FRU050-230/AL22;;2022.12.22;MURCIA;H056;SERGIO;SB 16 HRM / SB 02 HRM;€ 3 700;2022.12.26;;;; -   € ;
;2;ORANGE STD;FRUBALMED;GHU;GHUBU/GHUSZ;THURSDAY UP VALENCIA; TORRES ;€ 0,45;;KG;€ 0,00; € -   ;FRU050-230/AL22;;2022.12.22;MURCIA;H056;SERGIO;SB 16 HRM / SB 02 HRM;€ 3 700;2022.12.26;;;; -   € ;
1;;SPAR HU BICSKE;IDEAL FRUITS;IDEAL FRUITS ;SPAR HU BICSKE;MONDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;-€ 3 200;;; -   € ;
2;;SPAR HU ÜLLŐ;IDEAL FRUITS;IDEAL FRUITS ;SPAR HU ÜLLŐ;MONDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
1,5;;SPAR HU BICSKE;IDEAL FRUITS;IDEAL FRUITS ;SPAR HU BICSKE;WEDNESDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
1,5;;SPAR HU ÜLLŐ;IDEAL FRUITS;IDEAL FRUITS ;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
1;;SPAR HU BICSKE;GLOBAL BERRY;GLOBAL BERRY;SPAR HU BICSKE;MONDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
1;;SPAR HU ÜLLŐ;GLOBAL BERRY;GLOBAL BERRY;SPAR HU ÜLLŐ;MONDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
1;;SPAR HU BICSKE V/000663;AGESCO;AGESCO;SPAR HU BICSKE V/000663;WEDNESDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
1;;SPAR HU ÜLLŐ V/000662;AGESCO;AGESCO;SPAR HU ÜLLŐ V/000662;WEDNESDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
2;;SPAR HU BICSKE V/000665;AGESCO;AGESCO;SPAR HU BICSKE V/000665;WEDNESDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
2;;SPAR HU ÜLLŐ V/000664;AGESCO;AGESCO;SPAR HU ÜLLŐ V/000664;WEDNESDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
1;;RASPBERRY 12*125GR;FRESSAN;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 7,00;KG;€ 10,00;€ 0,00;FRE024-CMR-034970;1;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
;8;CAPSICUM KAPIA I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
;2;LEMON;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
;2;TOM. PEAR BUNCH;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
;1;CAPSICUM SPICY RED I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
1;;TOM. CHERRY PEAR LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
0,5;;RASPBERRY 12*125GR;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
0,5;;BLUEBERRY 12*125GR;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2022.12.23;BARCELONA;GHU 098;KÓNYA;TBT 653 / WEH 574;€ 2 800;2022.12.26;;;; -   € ;
2;;SPAR SLO;GRUPO NATURAL;GRUPO NATURAL;DG69 SLO;MONDAY MORNING;;;;;;;;;2022.12.23;BARCELONA;LOG054;KÓNYA;TBT 655 / WGB 780;€ 2 800;2022.12.25;-€ 3 200;;; -   € ;
9;;SPAR HU BICSKE 071;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 071;MONDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;LOG054;KÓNYA;TBT 655 / WGB 780;€ 2 800;2022.12.25;;;; -   € ;
14;;SPAR HU ÜLLŐ 072;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 072;MONDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;LOG054;KÓNYA;TBT 655 / WGB 780;€ 2 800;2022.12.25;;;; -   € ;
1,5;;SPAR HU BICSKE V/000646;AGESCO;AGESCO;SPAR HU BICSKE V/000646;MONDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;LOG054;KÓNYA;TBT 655 / WGB 780;€ 2 800;2022.12.25;;;; -   € ;
1,5;;SPAR HU ÜLLŐ V/000645;AGESCO;AGESCO;SPAR HU ÜLLŐ V/000645;MONDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;LOG054;KÓNYA;TBT 655 / WGB 780;€ 2 800;2022.12.25;;;; -   € ;
0,5;;SPAR HU BICSKE V/000648;AGESCO;AGESCO;SPAR HU BICSKE V/000648;MONDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;LOG054;KÓNYA;TBT 655 / WGB 780;€ 2 800;2022.12.25;;;; -   € ;
0,5;;SPAR HU ÜLLŐ V/000647;AGESCO;AGESCO;SPAR HU ÜLLŐ V/000647;MONDAY NIGHT;;;;;;;;;2022.12.23;BARCELONA;LOG054;KÓNYA;TBT 655 / WGB 780;€ 2 800;2022.12.25;;;; -   € ;
1;1;TESCO W51A2;KOPFSALAT;KOPFSALAT;TESCO W51A2;MONDAY;;;;;;;;;2022.12.23;BARCELONA;LOG054;KÓNYA;TBT 655 / WGB 780;€ 2 800;2022.12.25;;;; -   € ;
4;;SPAR SLO;GRUPO NATURAL;GRUPO NATURAL;DG69 SLO;MONDAY MORNING;;;;;€ 0,00; € -   ;DG69;;2022.12.23;BARCELONA;LOG053;SERGIO;SB 01 HNL / SB 06 HNL;€ 3 000;2022.12.26;-€ 3 200;;; -   € ;
1;;SPAR SLO;GLOBAL BERRY;GLOBAL BERRY;SPAR SLO;MONDAY MORNING;;;;;€ 8,00; € 60,00 ;DG69;;2022.12.23;BARCELONA;LOG053;SERGIO;SB 01 HNL / SB 06 HNL;€ 3 000;2022.12.26;;;; -   € ;
7;;SPAR CRO 047;KOPFSALAT;KOPFSALAT;SPAR CRO 047;MONDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2022.12.23;BARCELONA;LOG053;SERGIO;SB 01 HNL / SB 06 HNL;€ 3 000;2022.12.26;;;; -   € ;
7;;SPAR CRO 048;KOPFSALAT;KOPFSALAT;SPAR CRO 048;WEDNESDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2022.12.23;BARCELONA;LOG053;SERGIO;SB 01 HNL / SB 06 HNL;€ 3 000;2022.12.26;;;; -   € ;
8;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;MONDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2022.12.23;BARCELONA;LOG053;SERGIO;SB 01 HNL / SB 06 HNL;€ 3 000;2022.12.26;;;; -   € ;
6;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2022.12.23;BARCELONA;LOG053;SERGIO;SB 01 HNL / SB 06 HNL;€ 3 000;2022.12.26;;;; -   € ;
4;;SPAR HU BICSKE V/000667;AGESCO;AGESCO;SPAR HU BICSKE V/000667;WEDNESDAY NIGHT;;;;;;;;;2022.12.23;MURCIA;H057;KÓNYA;AA DD 057 / WFT 965;€ 3 300;2022.12.26;-€ 3 500;;; -   € ;
4;;SPAR HU ÜLLŐ V/000666;AGESCO;AGESCO;SPAR HU ÜLLŐ V/000666;WEDNESDAY NIGHT;;;;;;;;;2022.12.23;MURCIA;H057;KÓNYA;AA DD 057 / WFT 965;€ 3 300;2022.12.26;;;; -   € ;
5;;SPAR HU BICSKE V/000668;AGESCO;AGESCO;SPAR HU BICSKE V/000668;WEDNESDAY NIGHT;;;;;;;;;2022.12.23;MURCIA;H057;KÓNYA;AA DD 057 / WFT 965;€ 3 300;2022.12.26;;;; -   € ;
5;;SPAR HU ÜLLŐ V/000669;AGESCO;AGESCO;SPAR HU ÜLLŐ V/000669;WEDNESDAY NIGHT;;;;;;;;;2022.12.23;MURCIA;H057;KÓNYA;AA DD 057 / WFT 965;€ 3 300;2022.12.26;;;; -   € ;
2;;LEMON 10*400GR;HISPA;GHU;SPAR;FRIDAY UP MURCIA; HORTEMIRA ;€ 0,50;;PZS;€ 0,00; € -   ;HIS045-038/012300715;1;2022.12.23;MURCIA;H057;KÓNYA;AA DD 057 / WFT 965;€ 3 300;2022.12.26;;;; -   € ;
8;;CELERY 6*500GR IFCO;HISPA;GHU;ALDI;FRIDAY UP MURCIA; CAYETANO ;€ 0,46;;PZS;€ 0,00; € -   ;HIS045-038/012300715;1;2022.12.23;MURCIA;H057;KÓNYA;AA DD 057 / WFT 965;€ 3 300;2022.12.26;;;; -   € ;
4;;MANDARIN 10*900GR;FRUBALMED;GHU;ALDI;FRIDAY UP MURCIA; LA COSA ;€ 1,10;;PZS;€ 0,00; € -   ;FRU051-231/AL22;;2022.12.23;MURCIA;H057;KÓNYA;AA DD 057 / WFT 965;€ 3 300;2022.12.26;;;; -   € ;
;2;CAPSICUM KAPIA II;AGROPONIENTE NATURAL;GHU;ALDI;FRIDAY UP ALMERIA; JAVIER ;€ 0,70;;KG;€ 0,00; € -   ;APE019-ACG23/3688;;2022.12.23;ALMERIA;H058;LIVIU;BN 13 MGN / BN 95 DMX;€ 1 450;2022.12.27;-€ 1 450;;; -   € ;
;1;CAPSICUM CAL. RED I G;AGROPONIENTE NATURAL;GHU;;FRIDAY UP ALMERIA; JAVIER ;€ 1,05;;KG;€ 0,00; € -   ;APE019-ACG23/3688;;2022.12.23;ALMERIA;H058;LIVIU;BN 13 MGN / BN 95 DMX;€ 1 450;2022.12.27;;;; -   € ;
;1;CAPSICUM CAL. YELLOW I G;AGROPONIENTE NATURAL;GHU;;FRIDAY UP ALMERIA; JAVIER ;€ 1,30;;KG;€ 0,00; € -   ;APE019-ACG23/3688;;2022.12.23;ALMERIA;H058;LIVIU;BN 13 MGN / BN 95 DMX;€ 1 450;2022.12.27;;;; -   € ;
;1;CAPSICUM CAL. GREEN I M;AGROPONIENTE NATURAL;GHU;;FRIDAY UP ALMERIA; JAVIER ;€ 1,05;;KG;€ 0,00; € -   ;APE019-ACG23/3688;;2022.12.23;ALMERIA;H058;LIVIU;BN 13 MGN / BN 95 DMX;€ 1 450;2022.12.27;;;; -   € ;
;1;CUCUMBER DUTCH I (PLASTIC);DELGAFRUITS;GHU;GHUBU;FRIDAY UP ALMERIA; JAVIER ;€ 1,30;;KG;€ 0,00; € -   ;DEL024-001346;1;2022.12.23;ALMERIA;H058;LIVIU;BN 13 MGN / BN 95 DMX;€ 1 450;2022.12.27;;;; -   € ;
;2;TOMATO LONGLIFE I M (KARTON);CASI;GHU;GHUBU/GHUSZ;FRIDAY UP ALMERIA; JAVIER ;€ 0,95;;KG;€ 0,00; € -   ;CAS025-AA23/11248;2;2022.12.23;ALMERIA;H058;LIVIU;BN 13 MGN / BN 95 DMX;€ 1 450;2022.12.27;;;; -   € ;
11;;SPAR HU BICSKE 073;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 073;WEDNESDAY NIGHT;;;;;;;;;2022.12.23;ALMERIA;GHU 097;SERGIO;SB 85 HNL / MM 17 ATS;€ 4 000;2022.12.27;-€ 4 200;;; -   € ;
5;;SPAR HU ÜLLŐ 074;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 074;WEDNESDAY NIGHT;;;;;;;;;2022.12.23;ALMERIA;GHU 097;SERGIO;SB 85 HNL / MM 17 ATS;€ 4 000;2022.12.27;;;; -   € ;
0,5;;SPAR HU BICSKE V/000661;AGESCO;AGESCO;SPAR HU BICSKE V/000661;WEDNESDAY NIGHT; nem kell kiszámlázni,nem hozták el ;;;;;;;;2022.12.23;BARCELONA;GHU 097;SERGIO;SB 85 HNL / MM 17 ATS;€ 4 000;2022.12.27;;;; -   € ;
0,5;;SPAR HU ÜLLŐ V/000660;AGESCO;AGESCO;SPAR HU ÜLLŐ V/000660;WEDNESDAY NIGHT; nem kell kiszámlázni,nem hozták el ;;;;;;;;2022.12.23;BARCELONA;GHU 097;SERGIO;SB 85 HNL / MM 17 ATS;€ 4 000;2022.12.27;;;; -   € ;
1;;CUCUMBER DUTCH II;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2022.12.23;ALMERIA;GHU 097;SERGIO;SB 85 HNL / MM 17 ATS;€ 4 000;2022.12.27;;;; -   € ;
2;;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.12.23;ALMERIA;GHU 097;SERGIO;SB 85 HNL / MM 17 ATS;€ 4 000;2022.12.27;;;; -   € ;
