N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Transport cost;Invoice amount;Payment date;Open invoices;Paid invoices;;;;;;;;;;;
2;;SPAR CRO 139;KOPFSALAT;KOPFSALAT;SPAR CRO 139;FRIDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2022.08.03;BARCELONA;LOG286;KÓNYA;TBT 656 / WEW 302;€ 2 700;2022.08.05;;;;;;;;;;;;;;;;
4;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;FRIDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2022.08.03;BARCELONA;LOG286;KÓNYA;TBT 656 / WEW 302;€ 2 700;2022.08.05;;;;;;;;;;;;;;;;
4;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;FRIDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2022.08.03;BARCELONA;LOG286;KÓNYA;TBT 656 / WEW 302;€ 2 700;2022.08.05;;;;;;;;;;;;;;;;
7;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;FRIDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2022.08.03;BARCELONA;LOG286;KÓNYA;TBT 656 / WEW 302;€ 2 700;2022.08.05;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;SATURDAY NIGHT;;;;;;;;;2022.08.03;BARCELONA;LOG286;KÓNYA;TBT 656 / WEW 302;€ 2 700;2022.08.05;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;SATURDAY NIGHT;;;;;;;;;2022.08.03;BARCELONA;LOG286;KÓNYA;TBT 656 / WEW 302;€ 2 700;2022.08.05;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/ 2961;AGESCO;AGESCO;SPAR HU BICSKE V/ 2961;SATURDAY NIGHT;;;;;;;;;2022.08.03;BARCELONA;LOG286;KÓNYA;TBT 656 / WEW 302;€ 2 700;2022.08.05;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ V/ 2960;AGESCO;AGESCO;SPAR HU ÜLLŐ V/ 2960;SATURDAY NIGHT;;;;;;;;;2022.08.03;BARCELONA;LOG286;KÓNYA;TBT 656 / WEW 302;€ 2 700;2022.08.05;;;;;;;;;;;;;;;;
16;;TOMATO LONGLIFE M/MM 6KG;GAVA POLAND;GHU;;;;€ 0,30;;KG;;;;;2022.08.04;POLAND;H235;ZAJAC;LUB 81250 / WGM 72480;€ 0;2022.08.05;€ 0;;;;;;;;;;;;;;;
17;;TOM. CHERRY 5KG;GAVA POLAND;GHU;;;;€ 0,30;;KG;;;;;2022.08.04;POLAND;H235;ZAJAC;LUB 81250 / WGM 72480;€ 0;2022.08.05;;;;;;;;;;;;;;;;
2;;SPAR SLO 033;KOPFSALAT;KOPFSALAT;SPAR SLO 033;MONDAY MORNING;;;;;;;;;2022.08.04;LERIDA/BARCELONA;LOG287;KÓNYA;PJZ 162 / WDA 626;€ 2 700;2022.08.08;-€ 3 000;;;;;;;;;;;;;;;
2;;SPAR SLO ;AGESCO;AGESCO;SPAR SLO;MONDAY MORNING;;;;;;;;;2022.08.04;LERIDA/BARCELONA;LOG287;KÓNYA;PJZ 162 / WDA 626;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
LERIDA;15;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;LOADED LERIDA;;;;;;;;;2022.08.04;LERIDA/BARCELONA;LOG287;KÓNYA;PJZ 162 / WDA 626;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
2;;SPAR SLO;GRUPO NATURAL;GRUPO NATURAL;SPAR SLO;MONDAY MORNING;;;;;;;;;2022.08.04;LERIDA/BARCELONA;LOG287;KÓNYA;PJZ 162 / WDA 626;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
3;LERIDA;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;LOADED LERIDA;;;;;;;;;2022.08.04;LERIDA/BARCELONA;LOG287;KÓNYA;PJZ 162 / WDA 626;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
3;LERIDA;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ ;LOADED LERIDA;;;;;;;;;2022.08.04;LERIDA/BARCELONA;LOG287;KÓNYA;PJZ 162 / WDA 626;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/ 2971;AGESCO;AGESCO;SPAR HU BICSKE V/ 2971;MONDAY NIGHT;;;;;;;;;2022.08.04;LERIDA/BARCELONA;LOG287;KÓNYA;PJZ 162 / WDA 626;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ V/ 2970;AGESCO;AGESCO;SPAR HU ÜLLŐ V/ 2970;MONDAY NIGHT;;;;;;;;;2022.08.04;LERIDA/BARCELONA;LOG287;KÓNYA;PJZ 162 / WDA 626;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
;4;BILEK;BILEK;;;;;;;;;;;;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;-€ 2 455;;;;;;;;;;;;;;;
1;;VERMOUTH;PADRON;GHU;PADRON;;;;;;;;;;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;;;;;;;;;;;;;;;;
3;;NECTARIN 10*1KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA; PREMIUM ;;€ 0,90;KG;;;FRU325-126/AL22;1;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;;;;;;;;;;;;;;;;
3;;NECTARIN 10*1KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA; CASAS ;;€ 0,90;KG;;;FRU325-126/AL22;1;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;;;;;;;;;;;;;;;;
;1;NECTARIN STD;FRUBALMED;GHU;GHUBU/GHUSZ;THURSDAY UP LERIDA; CASAS ;;€ 0,60;KG;;;FRU325-126/AL22;1;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;;;;;;;;;;;;;;;;
2;;PEACH 10*1KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA; PREMIUM ;;€ 0,75;KG;;;FRU325-126/AL22;1;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;;;;;;;;;;;;;;;;
5;;PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA; CASAS ;;€ 1,10;KG;;;FRU325-126/AL22;1;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;;;;;;;;;;;;;;;;
;2;GARLIC 96*200GR;GALLARDO;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 0,50;KG;€ 10,00; € 70,00 ;GAL035-000056;2;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;;;;;;;;;;;;;;;;
;;CAPSICUM PADRON 4#;KOPFSALAT;GHU;PADRON;;;;;;;;;;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;;;;;;;;;;;;;;;;
;3;APRICOT LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;;;;;;;;;;;;;;;;
;2;NECTARIN STD;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;;;;;;;;;;;;;;;;
;1;PEACH RED LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;;;;;;;;;;;;;;;;
;1;GARLIC;KOPFSALAT;GHU;ALDI/SPAR;;;;;;;;;;2022.08.04;LERIDA/BARCELONA;GHU 311;KÓNYA;SFB 842 / WGB 780;€ 2 455;2022.08.07;;;;;;;;;;;;;;;;
;5;AUBERGINE II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.08.05;ALMERIA;GHU 310;LIVIU;BH 08 CDL / BH 66 CDL;€ 875;2022.08.08;-€ 875;;;;;;;;;;;;;;;
1;;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.08.05;ALMERIA;GHU 310;LIVIU;BH 08 CDL / BH 66 CDL;€ 875;2022.08.08;;;;;;;;;;;;;;;;
1;;SPAR CRO 140;KOPFSALAT;KOPFSALAT;SPAR CRO 140;MONDAY MORNING;;;;;;;;;2022.08.05;BARCELONA;GHU 312;KÓNYA;SHB 849 / WEH 571;€ 2 700;2022.08.08;-€ 2 900;;;;;;;;;;;;;;;
7;;SPAR CRO ;CASAS ROYES;CASAS ROYES;SPAR CRO ;MONDAY MORNING;;;;;;;;;2022.08.05;BARCELONA;GHU 312;KÓNYA;SHB 849 / WEH 571;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
4;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;MONDAY MORNING;;;;;;;;;2022.08.05;BARCELONA;GHU 312;KÓNYA;SHB 849 / WEH 571;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE V/ 2975;AGESCO;AGESCO;SPAR HU BICSKE V/ 2975;MONDAY NIGHT;;;;;;;;;2022.08.05;BARCELONA;GHU 312;KÓNYA;SHB 849 / WEH 571;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/ 2974;AGESCO;AGESCO;SPAR HU ÜLLŐ V/ 2974;MONDAY NIGHT;;;;;;;;;2022.08.05;BARCELONA;GHU 312;KÓNYA;SHB 849 / WEH 571;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE V/ 2973;AGESCO;AGESCO;SPAR HU BICSKE V/ 2973;MONDAY NIGHT;;;;;;;;;2022.08.05;BARCELONA;GHU 312;KÓNYA;SHB 849 / WEH 571;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/ 2972;AGESCO;AGESCO;SPAR HU ÜLLŐ V/ 2972;MONDAY NIGHT;;;;;;;;;2022.08.05;BARCELONA;GHU 312;KÓNYA;SHB 849 / WEH 571;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
;6;GARLIC 96*200GR;GALLARDO;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 0,50;PZS;€ 10,00; € 70,00 ;GAL036-000056;1;2022.08.05;BARCELONA;GHU 312;KÓNYA;SHB 849 / WEH 571;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
;0,5;PARAGUAYO;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.08.05;BARCELONA;GHU 312;KÓNYA;SHB 849 / WEH 571;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
;2;APRICOT LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.08.05;BARCELONA;GHU 312;KÓNYA;SHB 849 / WEH 571;€ 2 700;2022.08.08;;;;;;;;;;;;;;;;
1;;SPAR SLO 034;KOPFSALAT;SPAR SLO ;SPAR SLO 034;;;;;;;;;;2022.08.08;LERIDA / BARCELONA;GHU 313;KÓNYA;SFB 844 / WFT 962;€ 2 700;2022.08.10;-€ 3 000;;;;;;;;;;;;;;;
;9;SPAR SLO   ;CASAS ROYES;SPAR SLO ;SAPR SLO;MONDAY UP LERIDA;;;;;;;;;2022.08.08;LERIDA / BARCELONA;GHU 313;KÓNYA;SFB 844 / WFT 962;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
5;;SPAR SLO;GRUPO NATURAL ;SPAR SLO   ;SPAR SLO  ;;;;;;;;;;2022.08.08;LERIDA / BARCELONA;GHU 313;KÓNYA;SFB 844 / WFT 962;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
2;;SPAR SLO;GRUPO NATURAL ;SPAR SLO ;SPAR SLO ;DG69;;;;;;;;;2022.08.08;LERIDA / BARCELONA;GHU 313;KÓNYA;SFB 844 / WFT 962;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/ 2984;AGESCO ;SPAR HU;SPAR HU BICSKE V/ 2984;;;;;;;;;;2022.08.08;LERIDA / BARCELONA;GHU 313;KÓNYA;SFB 844 / WFT 962;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/ 2985;AGESCO ;SPAR HU;SPAR HU ÜLLŐ V/ 2985;;;;;;;;;;2022.08.08;LERIDA / BARCELONA;GHU 313;KÓNYA;SFB 844 / WFT 962;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/ 2986;AGESCO ;SPAR HU;SPAR HU BICSKE V/ 2986;;;;;;;;;;2022.08.08;LERIDA / BARCELONA;GHU 313;KÓNYA;SFB 844 / WFT 962;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/ 2983;AGESCO ;SPAR HU;SPAR HU ÜLLŐ V/ 2983;;;;;;;;;;2022.08.08;LERIDA / BARCELONA;GHU 313;KÓNYA;SFB 844 / WFT 962;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE V/ 2987;AGESCO ;SPAR HU;SPAR HU BICSKE V/ 2987;;;;;;;;;;2022.08.08;LERIDA / BARCELONA;GHU 313;KÓNYA;SFB 844 / WFT 962;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
3;;SPAR HU ÜLLŐ V/ 2988;AGESCO ;SPAR HU;SPAR HU ÜLLŐ V/ 2988;;;;;;;;;;2022.08.08;LERIDA / BARCELONA;GHU 313;KÓNYA;SFB 844 / WFT 962;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
;2;PARAGUAYO LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.08.08;LERIDA / BARCELONA;GHU 313;KÓNYA;SFB 844 / WFT 962;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
1;;SPAR CRO 141;KOPFSALAT;SPAR CRO 141;WEDNESDAY MORNING;;;;;;;;;;2022.08.08;BARCELONA;GHU 314;KÓNYA;SHB 849 / WDA 627;€ 2 700;2022.08.10;-€ 3 000;;;;;;;;;;;;;;;
4;;SPAR CRO;AGESCO ;SPAR CRO  ;WEDNESDAY MORNING;;;;;;;;;;2022.08.08;BARCELONA;GHU 314;KÓNYA;SHB 849 / WDA 627;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
6;;SPAR CRO;CASAS ROYES;SPAR CRO; WEDNESDAY MORNING;;;;;;;;;;2022.08.08;BARCELONA;GHU 314;KÓNYA;SHB 849 / WDA 627;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
3;;SPAR HU;CASAS ROYES;SPAR HU BICSKE;WEDNESDAY MORNING;;;;;;;;;;2022.08.08;BARCELONA;GHU 314;KÓNYA;SHB 849 / WDA 627;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
3;;SPAR HU;CASAS ROYES;SPAR HU ÜLLŐ;WEDNESDAY MORNING;;;;;;;;;;2022.08.08;BARCELONA;GHU 314;KÓNYA;SHB 849 / WDA 627;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
2;; PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;;;;€ 1,10;KG;€ 10,00; € -   ;FRU326-128/AL2;1;2022.08.08;BARCELONA;GHU 314;KÓNYA;SHB 849 / WDA 627;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
2;;PEACH RED 10*1 KG;FRUBALMED;GHU;ALDI;;;;€ 0,75;KG;€ 10,00; € -   ;FRU326-128/AL2;1;2022.08.08;BARCELONA;GHU 314;KÓNYA;SHB 849 / WDA 627;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
4;;NECTARIN 10*1 KG;FRUBALMED;GHU;ALDI;;;;€ 0,90;KG;€ 10,00; € -   ;FRU326-128/AL2;1;2022.08.08;BARCELONA;GHU 314;KÓNYA;SHB 849 / WDA 627;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
;1;BLUEBERRY 12*125 GR;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.08.08;BARCELONA;GHU 314;KÓNYA;SHB 849 / WDA 627;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
;1;APRICOT STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.08.08;BARCELONA;GHU 314;KÓNYA;SHB 849 / WDA 627;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
;4;APRICOT I;AZAFAMA;GHU;ALDI;;;;€ 1,00;KG;€ 10,00; € -   ;;2;2022.08.08;BARCELONA;GHU 314;KÓNYA;SHB 849 / WDA 627;€ 2 700;2022.08.10;;;;;;;;;;;;;;;;
7;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;TUESDAY UP LERIDA;;;;;;;;;2022.08.09;BARCELONA;GHU 315;KÓNYA;SOR 690 / WBF 836;€ 2 700;2022.08.12;-€ 3 000;;;;;;;;;;;;;;;
-;9;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;TUESDAY UP LERIDA;;;;;;;;;2022.08.09;BARCELONA;GHU 315;KÓNYA;SOR 690 / WBF 836;€ 2 700;2022.08.12;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE;TUESDAY UP LERIDA;;;;;;;;;2022.08.09;BARCELONA;GHU 315;KÓNYA;SOR 690 / WBF 836;€ 2 700;2022.08.12;;;;;;;;;;;;;;;;
3;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;TUESDAY UP LERIDA;;;;;;;;;2022.08.09;BARCELONA;GHU 315;KÓNYA;SOR 690 / WBF 836;€ 2 700;2022.08.12;;;;;;;;;;;;;;;;
3;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY UP BARCELONA;;;;;;;;;2022.08.09;BARCELONA;GHU 315;KÓNYA;SOR 690 / WBF 836;€ 2 700;2022.08.12;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/3005;AGESCO;AGESCO;SPAR HU BICSKE V/3005;WEDNESDAY UP BARCELONA;;;;;;;;;2022.08.09;BARCELONA;GHU 315;KÓNYA;SOR 690 / WBF 836;€ 2 700;2022.08.12;;;;;;;;;;;;;;;;
1;;SPAR CRO 142;KOPFSALAT;KOPFSALAT;SPAR CRO 142;WEDNESDAY UP BARCELONA;;;;;;;;;2022.08.09;BARCELONA;GHU 315;KÓNYA;SOR 690 / WBF 836;€ 2 700;2022.08.12;;;;;;;;;;;;;;;;
1;;SPAR SLO 035;KOPFSALAT;KOPFSALAT;SPAR SLO 035;WEDNESDAY UP BARCELONA;;;;;;;;;2022.08.09;BARCELONA;GHU 315;KÓNYA;SOR 690 / WBF 836;€ 2 700;2022.08.12;;;;;;;;;;;;;;;;
1;;SPAR SLO;AGESCO;AGESCO;SPAR SLO;WEDNESDAY UP BARCELONA;;;;;;;;;2022.08.09;BARCELONA;GHU 315;KÓNYA;SOR 690 / WBF 836;€ 2 700;2022.08.12;;;;;;;;;;;;;;;;
-;2;NECTARIN YELLOW LOOSE;KOPFSALAT;GHU;ALDI;WEDNESDAY UP BARCELONA;;;€ 0,80;KG;€ 10,00; € -   ;;;2022.08.09;BARCELONA;GHU 315;KÓNYA;SOR 690 / WBF 836;€ 2 700;2022.08.12;;;;;;;;;;;;;;;;
-;1;PARAGUAYO LOOSE 5KG;KOPFSALAT;GHU;ALDI;WEDNESDAY UP BARCELONA;;;€ 1,00;KG;€ 10,00; € -   ;;;2022.08.09;BARCELONA;GHU 315;KÓNYA;SOR 690 / WBF 836;€ 2 700;2022.08.12;;;;;;;;;;;;;;;;
10;;CAPSICUM CORNO WHITE I;GHU;EUROGROUP ITALIA;WIEN;;;;;;;;;;2022.08.11;FELSŐPAKONY;EX020;FER TRANS;NDW 588 / WAV 968;€ 700;2022.08.12;-€ 700;;;;;;;;;;;;;;;
5;;CAPSICUM CORNO RED I;GHU;EUROGROUP ITALIA;WIEN;;;;;;;;;;2022.08.11;FELSŐPAKONY;EX020;FER TRANS;NDW 588 / WAV 968;€ 700;2022.08.12;;;;;;;;;;;;;;;;
;3;KÓNYA;;;;;;;;;;;;;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;-€ 2 455;;;;;;;;;;;;;;;
;4;BILEK;;;;;;;;;;;;;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;MONDAY NIGHT;;;;;;;;;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/ 3026;AGESCO;AGESCO;SPAR HU BICSKE V/ 3026;MONDAY NIGHT;;;;;;;;;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/ 3023;AGESCO;AGESCO;SPAR HU ÜLLŐ V/ 3023;MONDAY NIGHT;;;;;;;;;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/ 3024;AGESCO;AGESCO;SPAR HU BICSKE V/ 3024;MONDAY NIGHT;;;;;;;;;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
3;;SPAR HU ÜLLŐ V/ 3225;AGESCO;AGESCO;SPAR HU ÜLLŐ V/ 3025;MONDAY NIGHT;;;;;;;;;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
;1;BLUEBERRY 12*125GR;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
;1;PEAR LIMONERA;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
;2;NECTARIN YELLOW LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
0,5;;PARAGUAYO;FRUBALMED;GHU;ALDI;;;;€ 1,10;KG;€ 10,00; € -   ;FRU327-130/AL2;1;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
3;;PEACH 10*1KG;FRUBALMED;GHU;ALDI;;;;€ 1,10;KG;€ 10,00; € -   ;FRU327-130/AL2;1;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
;2;NECTARIN STD;FRUBALMED;GHU;ALDI;;;;€ 0,65;KG;€ 10,00; € -   ;FRU327-130/AL2;1;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
;1;PARAGUAYO STD;FRUBALMED;GHU;ALDI;;;;€ 0,65;KG;€ 10,00; € -   ;FRU327-130/AL2;1;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
0,5;;PEACH STD;FRUBALMED;GHU;ALDI;;;;€ 0,60;KG;€ 10,00; € -   ;FRU327-130/AL2;1;2022.08.11;LERIDA / BARCELONA;GHU 316;KÓNYA;SNR 446 / WGB 782;€ 2 120;2022.08.13;;;;;;;;;;;;;;;;
;1;AUBERGINE LOOSE 5KG;GHU;ALDI;;;;;;;;;;;2022.08.12;ALMERIA;GHU 317;LIVIU;BH 08 CDL / BH 63 CDL;€ 500;2022.08.15;-€ 500;;;;;;;;;;;;;;;
2;;WRAPPING;GHU;;;;;;;;;;;;2022.08.12;ALMERIA;GHU 317;LIVIU;BH 08 CDL / BH 63 CDL;€ 500;2022.08.15;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE;WEDNESDAY NIGHT;;;;;;;;;2022.08.12;LERIDA / BARCELONA;GHU 318;KÓNYA;ZRT 002 / WEH 573;€ 2 700;2022.08.15;-€ 3 000;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ ;WEDNESDAY NIGHT;;;;;;;;;2022.08.12;LERIDA / BARCELONA;GHU 318;KÓNYA;ZRT 002 / WEH 573;€ 2 700;2022.08.15;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/ 3029;AGESCO;AGESCO;SPAR HU BICSKE V/ 3029;WEDNESDAY NIGHT;;;;;;;;;2022.08.12;LERIDA / BARCELONA;GHU 318;KÓNYA;ZRT 002 / WEH 573;€ 2 700;2022.08.15;;;;;;;;;;;;;;;;
3;;SPAR HU ÜLLŐ V/ 3027;AGESCO;AGESCO;SPAR HU ÜLLŐ V/ 3027;WEDNESDAY NIGHT;;;;;;;;;2022.08.12;LERIDA / BARCELONA;GHU 318;KÓNYA;ZRT 002 / WEH 573;€ 2 700;2022.08.15;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE V/ 3028;AGESCO;AGESCO;SPAR HU BICSKE V/ 3028;WEDNESDAY NIGHT;;;;;;;;;2022.08.12;LERIDA / BARCELONA;GHU 318;KÓNYA;ZRT 002 / WEH 573;€ 2 700;2022.08.15;;;;;;;;;;;;;;;;
3;;SPAR HU ÜLLŐ V/ 3030;AGESCO;AGESCO;SPAR HU ÜLLŐ V/ 3030;WEDNESDAY NIGHT;;;;;;;;;2022.08.12;LERIDA / BARCELONA;GHU 318;KÓNYA;ZRT 002 / WEH 573;€ 2 700;2022.08.15;;;;;;;;;;;;;;;;
