N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Transport cost;Invoice amount;Payment date;Open invoices;Paid invoices;;;;;;;;;;;
2;;SPAR HU ÜLLŐ ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU ÜLLŐ ;MONDAY NIGHT;;;;;;;;;2021.10.01;BARCELONA;GHU 018;KÓNYA;SFB 845 / WEH 571;€ 2 200;2021.10.03;;;; -   € ;   ;;;;;;;;;;;
;2;PEAR;FRUBALMED;GHU;GHUBU;THURSDAY UP LERIDA;;€ 1,10;;KG;;;FRU165-184;1;2021.10.01;BARCELONA;GHU 018;KÓNYA;SFB 845 / WEH 571;€ 2 200;2021.10.03;;;; -   € ;   ;;;;;;;;;;;
;2;COURGETTE;AGROPONIENTE;GHU;GHUBU/GHUSZ;FRIDAY UP BARCELONA;;€ 0,40;;KG;;;APE010-FXI22/45;3;2021.10.01;BARCELONA;GHU 018;KÓNYA;SFB 845 / WEH 571;€ 2 200;2021.10.03;;;; -   € ;   ;;;;;;;;;;;
3;;BIO CUCUMBER DUTCH 12PZS IFCO;KOPALMERIA;GHU;ALDI;FRIDAY UP BARCELONA;;€ 0,45;;PZS;;;KOP139-01-000067;2;2021.10.01;BARCELONA;GHU 018;KÓNYA;SFB 845 / WEH 571;€ 2 200;2021.10.03;;;; -   € ;   ;;;;;;;;;;;
5;;AUBERGINE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.10.01;BARCELONA;GHU 018;KÓNYA;SFB 845 / WEH 571;€ 2 200;2021.10.03;;;; -   € ;   ;;;;;;;;;;;
;3;MANDARIN;KOPFSALAT;GHU;ALD/GHUBU/GHUSZ;;;;;;;;;;2021.10.01;BARCELONA;GHU 018;KÓNYA;SFB 845 / WEH 571;€ 2 200;2021.10.03;;;; -   € ;   ;;;;;;;;;;;
;1;PLUM;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.10.01;BARCELONA;GHU 018;KÓNYA;SFB 845 / WEH 571;€ 2 200;2021.10.03;;;; -   € ;   ;;;;;;;;;;;
;1;KHAKI;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.10.01;BARCELONA;GHU 018;KÓNYA;SFB 845 / WEH 571;€ 2 200;2021.10.03;;;; -   € ;   ;;;;;;;;;;;
;1;PEACH 1 LAYER;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.10.01;BARCELONA;GHU 018;KÓNYA;SFB 845 / WEH 571;€ 2 200;2021.10.03;;;; -   € ;   ;;;;;;;;;;;
4;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;WEDNESDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2021.10.02;LERIDA;LOG023;SERGIO;SB 21 HRM / SB 05 HRM;€ 2 400;2021.10.07;-€ 2 400;;;;;;;;;;;;;;;
8;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2021.10.02;LERIDA;LOG023;SERGIO;SB 21 HRM / SB 05 HRM;€ 2 400;2021.10.07;;;;;;;;;;;;;;;;
-;3;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;WEDNESDAY MORNING;;;;;€ 61,50; € 90,00 ;DG69;;2021.10.02;LERIDA;LOG023;SERGIO;SB 21 HRM / SB 05 HRM;€ 2 400;2021.10.07;;;;;;;;;;;;;;;;
1;;SPAR SLO;GLOBAL BERRY;GLOBAL BERRY;SPAR SLO;WEDNESDAY MORNING;;;;;€ 20,50; € 30,00 ;DG69;;2021.10.02;LERIDA;LOG023;SERGIO;SB 21 HRM / SB 05 HRM;€ 2 400;2021.10.07;;;;;;;;;;;;;;;;
3;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2021.10.02;LERIDA;LOG023;SERGIO;SB 21 HRM / SB 05 HRM;€ 2 400;2021.10.07;;;;;;;;;;;;;;;;
4;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2021.10.02;LERIDA;LOG023;SERGIO;SB 21 HRM / SB 05 HRM;€ 2 400;2021.10.07;;;;;;;;;;;;;;;;
3;;SPAR HU BICSKE V/3074;AGESCO;AGESCO;SPAR HU BICSKE V/3074;WEDNESDAY NIGHT;;;;;;;;;2021.10.02;LERIDA;LOG023;SERGIO;SB 21 HRM / SB 05 HRM;€ 2 400;2021.10.07;;;;;;;;;;;;;;;;
3;;SPAR HU ÜLLŐ V/3073;AGESCO;AGESCO;SPAR HU ÜLLŐ V/3073;WEDNESDAY NIGHT;;;;;;;;;2021.10.02;LERIDA;LOG023;SERGIO;SB 21 HRM / SB 05 HRM;€ 2 400;2021.10.07;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/0004 ;AGESCO;AGESCO;SPAR HU BICSKE V/0004;WEDNESDAY NIGHT;;;;;;;;;2021.10.02;LERIDA;LOG023;SERGIO;SB 21 HRM / SB 05 HRM;€ 2 400;2021.10.07;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/0003;AGESCO;AGESCO;SPAR HU ÜLLŐ V/0003;WEDNESDAY NIGHT;;;;;;;;;2021.10.02;LERIDA;LOG023;SERGIO;SB 21 HRM / SB 05 HRM;€ 2 400;2021.10.07;;;;;;;;;;;;;;;;
1;;SPAR SLO;EUROCASTELL;EUROCASTELL;SPAR SLO;WEDNESDAY MORNING;;;;;€ 58,00; € 60,00 ;DG69;;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;-€ 2 500;;; -   € ;   ;;;;;;;;;;;
2;;PEACH 7KG;FRUBALMED;GHU;ALDI;MONDAY UP BARCELONA;;€ 1,20;;KG;€ 8,50; € -   ;FRU167-185/AL21;1;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
;1;PEACH 1 LAYER;FRUBALMED;GHU;ALDI;MONDAY UP BARCELONA;;€ 1,05;;KG;€ 8,50; € -   ;FRU167-185/AL21;1;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
4;;KHAKI 10PZS;FRUBALMED;GHU;GHUBU/GHUSZ;MONDAY UP BARCELONA;;;€ 3,55;CAJA;€ 8,50; € -   ;FRU167-186/AL21;1;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
3;;MANDARIN 10KG;FRUBALMED;GHU;ALDI;MONDAY UP BARCELONA;;;€ 0,75;KG;€ 8,50; € -   ;FRU167-187/AL21;1;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
2;;BIO CUCUMBER DUTCH 12PZS IFCO;KOPALMERIA;GHU;ALDI;MONDAY UP BARCELONA;;;€ 0,48;PZS;€ 8,50; € -   ;KOP141-01/000073;2;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
;7;AUBERGINE I;KOPFSALAT;GHU;BONDÁR;;;;;;;;;;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
;4;COURGETTE;KOPFSALAT;GHU;BONDÁR;;;;;;;;;;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
;1;PLUM;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
;1;PEACH 1 LAYER;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
;1;CAPSICUM CAL. RED I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
;0,5;CAPSICUM CAL. GREEN I;KOPFSALAT;GHU;;;;;;;;;;;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
;0,5;CAPSICUM CAL. YELLOW I;KOPFSALAT;GHU;;;;;;;;;;;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
;;CAPSICUM PADRON 4#;KOPFSALAT;GHU;;;;;;;;;;;2021.10.04;BARCELONA;GHU 019;KÓNYA;SFB 841 / WEW 304;€ 2 200;2021.10.06;;;; -   € ;   ;;;;;;;;;;;
7;;SPAR HU BICSKE 023;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 023;WEDNESDAY NIGHT;;;;;;;;;2021.10.04;BARCELONA;GHU 020;CSACSI;SLB 766 / XZA 768;€ 2 000;2021.10.06;-€ 2 500;;;;;;;;;;;;;;;
10;;SPAR HU ÜLLŐ 024;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 024;WEDNESDAY NIGHT;;;;;;;;;2021.10.04;BARCELONA;GHU 020;CSACSI;SLB 766 / XZA 768;€ 2 000;2021.10.06;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2021.10.04;BARCELONA;GHU 020;CSACSI;SLB 766 / XZA 768;€ 2 000;2021.10.06;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2021.10.04;BARCELONA;GHU 020;CSACSI;SLB 766 / XZA 768;€ 2 000;2021.10.06;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE;IDEAL FRUITS;IDEAL FRUITS ;SPAR HU BICSKE;WEDNESDAY NIGHT;;;;;;;;;2021.10.04;BARCELONA;GHU 020;CSACSI;SLB 766 / XZA 768;€ 2 000;2021.10.06;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ;IDEAL FRUITS;IDEAL FRUITS ;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2021.10.04;BARCELONA;GHU 020;CSACSI;SLB 766 / XZA 768;€ 2 000;2021.10.06;;;;;;;;;;;;;;;;
1,5;;TESCO HU 025;KOPFSALAT;KOPFSALAT;TESCO HU 025;WEDNESDAY;;;;;;;;;2021.10.04;BARCELONA;GHU 020;CSACSI;SLB 766 / XZA 768;€ 2 000;2021.10.06;;;;;;;;;;;;;;;;
1,5;;TESCO HU 026;KOPFSALAT;KOPFSALAT;TESCO HU 026;THURSDAY;;;;;;;;;2021.10.04;BARCELONA;GHU 020;CSACSI;SLB 766 / XZA 768;€ 2 000;2021.10.06;;;;;;;;;;;;;;;;
6;;CAPSICUM CAL. RED I IFCO ;KOPFSALAT;GHU;ALDI KF;WEDNESDAY;;€ 1,40;;;;;;K;2021.10.04;BARCELONA;GHU 020;CSACSI;SLB 766 / XZA 768;€ 2 000;2021.10.06;;;;;;;;;;;;;;;;
;1;PEACH 1 LAYER;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 1,05;;KG;€ 8,50; € -   ;FRU166-185/AL21;1;2021.10.04;BARCELONA;GHU 020;CSACSI;SLB 766 / XZA 768;€ 2 000;2021.10.06;;;;;;;;;;;;;;;;
5;;SPAR HU ÜLLŐ 026;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 026;SATURDAY NIGHT;;;;;;;;;2021.10.05;ALMERIA;GHU 021;LIVIU;BH 21 TDV / BH 63 CDL;€ 1 540;2021.10.08;-€ 1 540;;;;;;;;;;;;;;;
2;;BIO CUCUMBER DUTCH 12PZS IFCO;KOPALMERIA;GHU;ALDI;TUESDAY UP ALMERIA;;€ 0,45;;PZS;;;KOP140-01/00080;1;2021.10.05;ALMERIA;GHU 021;LIVIU;BH 21 TDV / BH 63 CDL;€ 1 540;2021.10.08;;;;;;;;;;;;;;;;
3;;CAPSICUM CAL. TRICOLOR 10*500;INDASOL;GHU;ALDI;TUESDAY UP ALMERIA;;;€ 6,00;CAJA;;;IND008-21/1651;2;2021.10.05;ALMERIA;GHU 021;LIVIU;BH 21 TDV / BH 63 CDL;€ 1 540;2021.10.08;;;;;;;;;;;;;;;;
4;;CAPSICUM CAL. RED I IFCO;KOPFSALAT;GHU;ALDI KF;;;€ 1,40;;;;;;K;2021.10.05;ALMERIA;GHU 021;LIVIU;BH 21 TDV / BH 63 CDL;€ 1 540;2021.10.08;;;;;;;;;;;;;;;;
4;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;FRIDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2021.10.05;LERIDA;H019;KÓNYA;SFB 845 / WEH 535;€ 2 200;2021.10.08;-€ 2 400;;; -   € ;   ;;;;;;;;;;;
9;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;FRIDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2021.10.05;LERIDA;H019;KÓNYA;SFB 845 / WEH 535;€ 2 200;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
-;3;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;FRIDAY MORNING;;;;;€ 24,00; € 45,00 ;DG69;;2021.10.05;LERIDA;H019;KÓNYA;SFB 845 / WEH 535;€ 2 200;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
4;;SPAR SLO;GRUPO NATURAL;GRUPO NATURAL;SPAR SLO;FRIDAY MORNING;;;;;€ 32,00; € 60,00 ;DG69;;2021.10.05;LERIDA;H019;KÓNYA;SFB 845 / WEH 535;€ 2 200;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR SLO;EUROCASTELL;EUROCASTELL;SPAR SLO;FRIDAY MORNING;;;;;€ 8,00; € 15,00 ;DG69;;2021.10.05;LERIDA;H019;KÓNYA;SFB 845 / WEH 535;€ 2 200;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
2;2;DG69 SLO;DG69;DG69;DG69 SLO;FRIDAY;;;;;€ 0,00; € -   ;DG69;;2021.10.05;LERIDA;H019;KÓNYA;SFB 845 / WEH 535;€ 2 200;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
3;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;SATURDAY NIGHT;;;;;;;;;2021.10.05;LERIDA;H019;KÓNYA;SFB 845 / WEH 535;€ 2 200;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
3;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;SATURDAY NIGHT;;€ 1,25;;KG;;;V210735;;2021.10.05;LERIDA;H019;KÓNYA;SFB 845 / WEH 535;€ 2 200;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
2;;PERA;CASAS ROYES;GHU;ALDI/GHUBU/GHUSZ;;;;;;;;;;2021.10.05;LERIDA;H019;KÓNYA;SFB 845 / WEH 535;€ 2 200;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU BICSKE 025;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 025;SATURDAY NIGHT;;;;;;;;;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;-€ 2 800;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;SATURDAY NIGHT;;;;;;;;;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
3;;SPAR HU BICSKE V/3082;AGESCO;AGESCO;SPAR HU BICSKE V/3082;SATURDAY NIGHT;;;;;;;;;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/3083;AGESCO;AGESCO;SPAR HU ÜLLŐ V/3083;SATURDAY NIGHT;;;;;;;;;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU BICSKE V/0010;AGESCO;AGESCO;SPAR HU BICSKE V/0010;SATURDAY NIGHT;;;;;;;;;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/0009;AGESCO;AGESCO;SPAR HU ÜLLŐ V/0009;SATURDAY NIGHT;;;;;;;;;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU BICSKE ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU BICSKE ;SATURDAY NIGHT;;;;;;;;;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU ÜLLŐ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU ÜLLŐ;SATURDAY NIGHT;;;;;;;;;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU ÜLLŐ;IDEAL FRUITS;IDEAL FRUITS ;SPAR HU ÜLLŐ;SATURDAY NIGHT;;;;;;;;;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
2;;TESCO HU 027;KOPFSALAT;KOPFSALAT;TESCO HU 027;FRIDAY;;;;;;;;;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
2;;TESCO HU 028;KOPFSALAT;KOPFSALAT;TESCO HU 028;SATURDAY;;;;;;;;;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
4;;KHAKI 10PZS;FRUBALMED;GHU;GHUBU/GHUSZ;WEDNESDAY UP VALENCIA;;€ 3,30;;CAJA;€ 0,00; € -   ;FRU168-189/AL21;1;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
5;;MANDARIN 10KG;FRUBALMED;GHU;ALDI;WEDNESDAY UP VALENCIA;;€ 0,70;;KG;€ 0,00; € -   ;FRU168-189/AL21;1;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
;1;PEACH 7KG;FRUBALMED;GHU;ALDI;TUESDAY UP LERIDA;;€ 1,20;;KG;€ 8,50; € -   ;FRU168-188/AL21;1;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
;2;PEAR;FRUBALMED;GHU;GHUBU;TUESDAY UP LERIDA;;€ 0,77;;KG;€ 8,50; € -   ;FRU168-188/AL21;1;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
;1;MANDARIN;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.10.06;VALENCIA;GHU 022;KÓNYA;SFB 843 / WDA 630;€ 2 600;2021.10.08;;;; -   € ;   ;;;;;;;;;;;
3,5;;SPAR HU BICSKE 027;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 027;MONDAY NIGHT;;;;;;;;;2021.10.07;ALMERIA;GHU 023;CSACSI;SFM 046 / WEU 199;€ 3 000;2021.10.10;-€ 3 100;;;;;;;;;;;;;;;
6,5;;SPAR HU ÜLLŐ 028;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 028;MONDAY NIGHT;;;;;;;;;2021.10.07;ALMERIA;GHU 023;CSACSI;SFM 046 / WEU 199;€ 3 000;2021.10.10;;;;;;;;;;;;;;;;
2;;TESCO HU 029;KOPFSALAT;KOPFSALAT;TESCO HU 029;SUNDAY ;;;;;;;;;2021.10.07;ALMERIA;GHU 023;CSACSI;SFM 046 / WEU 199;€ 3 000;2021.10.10;;;;;;;;;;;;;;;;
2;;TESCO HU 030;KOPFSALAT;KOPFSALAT;TESCO HU 030;MONDAY;;;;;;;;;2021.10.07;ALMERIA;GHU 023;CSACSI;SFM 046 / WEU 199;€ 3 000;2021.10.10;;;;;;;;;;;;;;;;
3;;TESCO HU 031;KOPFSALAT;KOPFSALAT;TESCO HU 031;TUESDAY;;;;;;;;;2021.10.07;ALMERIA;GHU 023;CSACSI;SFM 046 / WEU 199;€ 3 000;2021.10.10;;;;;;;;;;;;;;;;
2;;CAPSICUM CAL. RED I IFCO;KOPFSALAT;GHU;ALDI KF;;;€ 1,40;;;;;;K;2021.10.07;ALMERIA;GHU 023;CSACSI;SFM 046 / WEU 199;€ 3 000;2021.10.10;;;;;;;;;;;;;;;;
3;;AUBERGINE II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.10.07;ALMERIA;GHU 023;CSACSI;SFM 046 / WEU 199;€ 3 000;2021.10.10;;;;;;;;;;;;;;;;
;2;COURGETTE;AGROPONIENTE;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA;;€ 0,37;;KG;;;APE011-FXI22/000059;1;2021.10.07;ALMERIA;GHU 023;CSACSI;SFM 046 / WEU 199;€ 3 000;2021.10.10;;;;;;;;;;;;;;;;
;6;COURGETTE  5KG 14 PZS;AGROPONIENTE;GHU;ALDI/GHUBU/GHUSZ;THURSDAY UP ALMERIA;;€ 0,40;;KG;;;APE011-AVY22/71;2;2021.10.07;ALMERIA;GHU 023;CSACSI;SFM 046 / WEU 199;€ 3 000;2021.10.10;;;;;;;;;;;;;;;;
;4;BILEK;BILEK;BILEK;;;;;;;;;;;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;-€ 2 450;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU BICSKE;IDEAL FRUITS;IDEAL FRUITS ;SPAR HU BICSKE;MONDAY NIGHT;;;;;;;;;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU ÜLLŐ;IDEAL FRUITS;IDEAL FRUITS ;SPAR HU ÜLLŐ;MONDAY NIGHT;;;;;;;;;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
3;;KHAKI PUNNET 1KG;FRUBALMED;GHU;HOFER SLO;THURSDAY UP VALENCIA;;€ 0,95;;KG;€ 54,00; € 196,00 ;FRU169-190/AL21;1;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
2;;KHAKI 12PZS;FRUBALMED;GHU;HOFER SLO;THURSDAY UP VALENCIA;;€ 3,30;;CAJA;€ 36,00; € -   ;FRU169-190/AL21;1;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
3;;MANDARIN 10KG;FRUBALMED;GHU;ALDI/GHUBU/GHUSZ;THURSDAY UP VALENCIA;;€ 0,70;;KG;€ 0,00; € -   ;FRU169-190/AL21;1;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
;1;KHAKI 12PZS;FRUBALMED;GHU;HOFER SLO;THURSDAY UP VALENCIA;;€ 3,30;;CAJA;€ 0,00; € -   ;FRU169-190/AL21;1;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
;1;KHAKI 10PZS;FRUBALMED;GHU;ALDI;THURSDAY UP VALENCIA;;€ 3,30;;CAJA;€ 0,00; € -   ;FRU169-190/AL21;1;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
;1;PEACH 7KG;FRUBALMED;GHU;ALDI;FRIDAY UP LERIDA;;€ 1,15;;KG;€ 8,50; € -   ;FRU169-191/AL21;1;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
;2;LETTUCE ICEBERG;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
;5;COURGETTE;KOPFSALAT;GHU;ALDI/GHUBU/GHUSZ;;;;;;;;;;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
;1;MANGO;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
;1;KHAKI;KOPFSALAT;GHU;ALDI/GHUBU/GHUSZ;;;;;;;;;;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
;1;PLUM;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
;1;AUBERGINE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.10.07;VALENCIA;GHU 025;KÓNYA;SFB 842 / WDA 627;€ 2 150;2021.10.10;;;; -   € ;   ;;;;;;;;;;;
-;1;DG69 SLO;DG69;DG69;DG69 SLO;SUNDAY;;;;;€ 0,00; € -   ;DG69;;2021.10.08;LERIDA;LOG024;SERGIO;SB 85 HNL / SB 06 HNL;€ 2 400;2021.10.11;-€ 2 400;;; -   € ;   ;;;;;;;;;;;
-;4;DG69 SLO;GRUPO NATURAL;GRUPO NATURAL;DG69 SLO;MONDAY MORNING;;;;;€ 0,00; € -   ;DG69;;2021.10.08;LERIDA;LOG024;SERGIO;SB 85 HNL / SB 06 HNL;€ 2 400;2021.10.11;;;; -   € ;   ;;;;;;;;;;;
